	Epoch	train_loss
0	1	12.278917994623443
1	2	1.5941626722809907
2	3	1.0528231448049237
3	4	0.8056230577989592
4	5	0.6339776900908657
5	6	0.496706345246728
6	7	0.4070639456301207
7	8	0.34547254890655643
8	9	0.30138843831411993
9	10	0.2690005404745075
0	11	0.24453606772429184
1	12	0.22529670795542905
2	13	0.2098453620159674
3	14	0.19692421673697771
4	15	0.1859730652362838
5	16	0.17657655024150867
6	17	0.16850754941221255
7	18	0.16126352091776602
8	19	0.15479948646465447
9	20	0.1491327208569247
0	21	0.14373300693390495
1	22	0.13904615009332771
2	23	0.13477251813448307
3	24	0.1306872447586024
4	25	0.12698973867326174
5	26	0.1234755108268023
6	27	0.1202641890367788
7	28	0.11737674408869722
8	29	0.11439641969021383
9	30	0.11184543582597241
0	31	0.1094057077285266
1	32	0.10690770814353338
2	33	0.10472847567749402
3	34	0.10263227828687406
4	35	0.10067335453476538
5	36	0.09872243171408687
6	37	0.09709309825138313
7	38	0.09518225617350891
8	39	0.09350413103422554
9	40	0.0919761152299131
0	41	0.09041513204305625
1	42	0.08894970814175214
2	43	0.08759652149679459
3	44	0.0861949839290012
4	45	0.0849689119785363
5	46	0.08358783010197313
6	47	0.08243617322237434
7	48	0.08127207144932326
8	49	0.08008880994530282
9	50	0.07894823899726694
0	51	0.07794023715175959
1	52	0.07686762641074596
2	53	0.07594246345717276
3	54	0.07492794278485607
4	55	0.07406711227220478
5	56	0.07310589621346562
6	57	0.07222834313762909
7	58	0.07150064647461615
8	59	0.07054954207644289
9	60	0.0697801540274104
0	61	0.06905187933397905
1	62	0.0681886346971752
2	63	0.06751001167208645
3	64	0.06682779492440646
4	65	0.06608639580268867
5	66	0.06544037384506399
6	67	0.06467871959594546
7	68	0.06407185780603439
8	69	0.06344297343113313
9	70	0.06287398330100949
0	71	0.062236951236775154
1	72	0.06169114224786173
2	73	0.06113378518538064
3	74	0.06050317018724837
4	75	0.06004666613826704
5	76	0.05945297396746972
6	77	0.058934675317354704
7	78	0.058536151146417394
8	79	0.057927292815976854
9	80	0.05746607374167192
0	81	0.05700715641819811
1	82	0.05655415960120487
2	83	0.05614116901818901
3	84	0.05565130118500105
4	85	0.05521695419348464
5	86	0.054865650524615936
6	87	0.05437830439644484
7	88	0.05404907681523079
8	89	0.05356041190730059
9	90	0.053186966402443886
0	91	0.052871949116676885
1	92	0.05244271283209374
2	93	0.05209767056514656
3	94	0.05171338376115808
4	95	0.051380201466510185
5	96	0.051046693247648524
6	97	0.05070056838286594
7	98	0.05036350359063
8	99	0.050064455523390776
9	100	0.049683978941700464
0	101	0.049380343578610854
1	102	0.04917600439309659
2	103	0.04880721398889535
3	104	0.048533311941156836
4	105	0.048212029336787664
5	106	0.0479020994700171
6	107	0.04763177845658643
7	108	0.047379426891057265
8	109	0.04712094287713994
9	110	0.04686006383824791
0	111	0.046570198595612705
1	112	0.04629500372236112
2	113	0.046019873075285433
3	114	0.04584203990860609
4	115	0.045593074603697936
5	116	0.04528546465571123
6	117	0.04505634257314397
7	118	0.04473726462983659
8	119	0.044429746984326904
9	120	0.044118582460383395
0	121	0.04384939908383764
1	122	0.04354472317655593
2	123	0.043311996205174
3	124	0.043057682276617174
4	125	0.042828113395138756
5	126	0.042600506677404254
6	127	0.04230468477412592
7	128	0.042047364645733755
8	129	0.04181148199232207
9	130	0.041513238303917614
0	131	0.04123703177862023
1	132	0.041013184124661366
2	133	0.040787554221679734
3	134	0.0405089407629132
4	135	0.040191550812878604
5	136	0.03991967958617522
6	137	0.03980107405306271
7	138	0.039694333097019356
8	139	0.03971935545906161
9	140	0.03976490004542633
0	141	0.03973032466473191
1	142	0.039330307736118134
2	143	0.039134479370472965
3	144	0.03886834854560036
4	145	0.03868459726540448
5	146	0.038362497167966414
6	147	0.03815637822345287
7	148	0.038015317721133535
8	149	0.03785378914012643
9	150	0.03769251126380873
0	151	0.03759595345291783
1	152	0.03744515167167056
2	153	0.03733785614494865
3	154	0.0372049486309608
4	155	0.03712410914739037
5	156	0.0369773740645631
6	157	0.03688157608767078
7	158	0.03674347648365709
8	159	0.036614370167386376
9	160	0.0365209355886039
0	161	0.03640258871613327
1	162	0.03632644271916384
2	163	0.03619360191435903
3	164	0.03609881389564948
4	165	0.03595408408821605
5	166	0.035875938508546173
6	167	0.03580514799886912
7	168	0.035726585178305174
8	169	0.03560309645606688
9	170	0.03548417455071705
0	171	0.0354315282788061
1	172	0.03530870280558421
2	173	0.03523542469842353
3	174	0.035115711515414844
4	175	0.03503837662841472
5	176	0.03493293213478826
6	177	0.0348678242608724
7	178	0.03478940727526943
8	179	0.03468256675853329
9	180	0.03461848802208133
0	181	0.03456588009694131
1	182	0.034435159962168636
2	183	0.034364100494289
3	184	0.03430692222635139
4	185	0.03422933220851648
5	186	0.03413723566410253
6	187	0.0340895675952226
7	188	0.033973209344457134
8	189	0.03393519848327473
9	190	0.03384746549793498
0	191	0.03376691760837352
1	192	0.03368301931610788
2	193	0.03362943007702048
3	194	0.03356791828640419
4	195	0.03351406369103374
5	196	0.03340405771489128
6	197	0.03336908617401389
7	198	0.03329691512542728
8	199	0.03322605639210824
9	200	0.03319185721155218
0	201	0.0331403548936744
1	202	0.03309712540537611
2	203	0.032976728666289604
3	204	0.03292884677190533
4	205	0.0328620474208082
5	206	0.03283692979558552
6	207	0.03275463968097144
7	208	0.0326692803314684
8	209	0.03262939476091842
9	210	0.03257748734695546
0	211	0.032515132930424066
1	212	0.032491851691868
2	213	0.03240184321232819
3	214	0.03237075527430834
4	215	0.03231567845190527
5	216	0.03224422086589214
6	217	0.032206407131308935
7	218	0.032145651404184475
8	219	0.03210510267583059
9	220	0.032043196229647894
0	221	0.03201385711779608
1	222	0.0319751016890161
2	223	0.031915277940104875
3	224	0.03183965799197488
4	225	0.031830436135531624
5	226	0.031772392741911695
6	227	0.03173202385265835
7	228	0.031675616092336746
8	229	0.03162488241933237
9	230	0.03157257867289616
0	231	0.03154920842564806
1	232	0.031469884204003984
2	233	0.03146828205894885
3	234	0.03140836592950375
4	235	0.03135654738936306
5	236	0.03132710723656421
6	237	0.03130128756563098
7	238	0.031235285767242882
8	239	0.031244391674074317
9	240	0.03118596740255667
0	241	0.031116980012415425
1	242	0.03108410240500149
2	243	0.03107188414714851
3	244	0.03104429310408907
4	245	0.03096868126091145
5	246	0.030964754823939476
6	247	0.030883293056390277
7	248	0.030820527831395543
8	249	0.030823857828906898
9	250	0.030778964967696384
0	251	0.0307322217869139
1	252	0.030708486367957612
2	253	0.030638882749626936
3	254	0.030636900799103185
4	255	0.03058594300761387
5	256	0.030558942050225874
6	257	0.03053076168081963
7	258	0.030486705504822454
8	259	0.03047160522058642
9	260	0.03042050698590622
0	261	0.030382190208207354
1	262	0.03039496352291324
2	263	0.030358853631724907
3	264	0.030336405342957166
4	265	0.03028273036333355
5	266	0.030251416743742637
6	267	0.030189455304311587
7	268	0.030221185839705834
8	269	0.030159139550522247
9	270	0.03014365231096542
0	271	0.03010529372568262
1	272	0.0301032907301142
2	273	0.030052956046147352
3	274	0.030037148326379656
4	275	0.029959419316275885
5	276	0.030002126091617794
6	277	0.02994457420877324
7	278	0.029936919870349892
8	279	0.029894427571668276
9	280	0.029863869004630575
0	281	0.02986111479795876
1	282	0.029842521338303108
2	283	0.029762106714209865
3	284	0.029775507901122322
4	285	0.029742054308652472
5	286	0.029704556282677135
6	287	0.02969416265686873
7	288	0.02964293490627548
8	289	0.02964117224094829
9	290	0.029633691074926728
0	291	0.029573411242821028
1	292	0.02960270787235024
2	293	0.02954183282143335
3	294	0.029555505459008105
4	295	0.02951214626282173
5	296	0.02948592571818228
6	297	0.029495314304851656
7	298	0.029437158731541974
8	299	0.029420251838209597
9	300	0.029416470583483453
0	301	0.029380346159199777
1	302	0.029400966758452426
2	303	0.029321502789405176
3	304	0.029326782845318523
4	305	0.029308634551616784
5	306	0.029276345813902423
6	307	0.029261163981202428
7	308	0.029248222631814622
8	309	0.02920643242600901
9	310	0.029202350691850402
0	311	0.02919826584750122
1	312	0.02913992462048857
2	313	0.029106850474581718
3	314	0.029116102504726484
4	315	0.02913812105171168
5	316	0.029085390704574915
6	317	0.0290546864530379
7	318	0.02908143066417473
8	319	0.029050325147965076
9	320	0.02902602603240197
0	321	0.0289903974124106
1	322	0.029009113470153808
2	323	0.028977542529848344
3	324	0.028952283644030394
4	325	0.028962220007118487
5	326	0.028901480956290936
6	327	0.02887162321704295
7	328	0.028894796486496864
8	329	0.02886250395722671
9	330	0.02884107374660129
0	331	0.02883568871756584
1	332	0.02879920299157642
2	333	0.028804513028826445
3	334	0.02876251058321085
4	335	0.028761735699440946
5	336	0.028746210984796818
6	337	0.028711306691022394
7	338	0.028732946090613828
8	339	0.028711727170934953
9	340	0.028684642867436497
0	341	0.028709262324637625
1	342	0.028694594597590696
2	343	0.02867287371677529
3	344	0.028638693787028123
4	345	0.028616545585849376
5	346	0.028603911055455625
6	347	0.028586650045253972
7	348	0.028562865297287545
8	349	0.028609809629518555
9	350	0.02854492970130986
0	351	0.02856519564255749
1	352	0.028526590607317406
2	353	0.028521236642767154
3	354	0.02851535259205464
4	355	0.02848736032885688
5	356	0.028516366610363355
6	357	0.028468694127519203
7	358	0.028463197093130724
8	359	0.0284806930902358
9	360	0.02844380291463959
0	361	0.02839498025903776
1	362	0.02841917269718866
2	363	0.028381338196558015
3	364	0.028394123888586722
4	365	0.028387867267233528
5	366	0.02832986654498777
6	367	0.028333314939354197
7	368	0.028323582512619568
8	369	0.028299098429396284
9	370	0.02833262727033291
0	371	0.028321472286516942
1	372	0.02828830667531966
2	373	0.028284234395883123
3	374	0.028277745156812906
4	375	0.028242010403955794
5	376	0.028274454090280787
6	377	0.028224279097877492
7	378	0.028208101654936483
8	379	0.028201172805104847
9	380	0.028213673343253805
0	381	0.02818600162243954
1	382	0.028228326875841574
2	383	0.028170589024532948
3	384	0.0281807445879393
4	385	0.028166250864828688
5	386	0.02815341003961449
6	387	0.028146336224069278
7	388	0.028114513168886166
8	389	0.02810654706280046
9	390	0.028111375003263387
0	391	0.028087506609919825
1	392	0.028071533297353755
2	393	0.028094015710805796
3	394	0.028036248842908167
4	395	0.028067231039321048
5	396	0.0280634728267647
6	397	0.028025647923424397
7	398	0.028015318132728024
8	399	0.028006479878181646
9	400	0.02803038310700441
0	401	0.028002539850058877
1	402	0.027993631449878757
2	403	0.02795923104030456
3	404	0.027958106616467308
4	405	0.027966951982081063
5	406	0.027934819647115187
6	407	0.027922515195294588
7	408	0.027952351640807394
8	409	0.027928693614493943
9	410	0.027876673073244634
0	411	0.027911972264746867
1	412	0.02789232180210896
2	413	0.027872387235801977
3	414	0.02788113257686448
4	415	0.027874466099029768
