	Epoch	train_loss
5	416	0.027849859960706207
6	417	0.027845641536614948
7	418	0.027846133308749237
8	419	0.027867549522250245
9	420	0.027815146179259932
0	421	0.027857540778724533
1	422	0.0278104104124461
2	423	0.02783737771466033
3	424	0.02782807665876752
4	425	0.027779462051877913
5	426	0.027804997101101812
6	427	0.027796001093842358
7	428	0.027795027971869547
8	429	0.027770747851116134
9	430	0.027734013395051653
0	431	0.02777295861084494
1	432	0.02775715038170996
2	433	0.027771061818598078
3	434	0.02775568032288955
4	435	0.027708381749346558
5	436	0.027757511572908244
6	437	0.02770617869278683
7	438	0.027704541471260474
8	439	0.027706916464175578
9	440	0.027727411389159892
0	441	0.027663397353364295
1	442	0.027670494493194905
2	443	0.027667754444828576
3	444	0.027690386167112797
4	445	0.027660531977356646
5	446	0.02764911341794795
6	447	0.027667625226720463
7	448	0.027680122527799916
8	449	0.02764202411722813
9	450	0.02759916590135149
0	451	0.027634706983355045
1	452	0.02760295871950423
2	453	0.027605705568464596
3	454	0.02761069165562796
4	455	0.027622653996133183
5	456	0.027596061566213696
6	457	0.0275831717547184
7	458	0.027588941793889977
8	459	0.02755679361650051
9	460	0.02757429351586374
0	461	0.027551083343154786
1	462	0.02755920061720965
2	463	0.027554311372781755
3	464	0.027533247851539298
4	465	0.027518308713394467
5	466	0.027496806304561545
6	467	0.027544779717735886
7	468	0.0275428922547939
8	469	0.027541312163967966
9	470	0.027488394427362024
0	471	0.027485436740009476
1	472	0.02748329976856774
2	473	0.027481935000066772
3	474	0.027511972854781398
4	475	0.027469437664490285
5	476	0.02745329272613963
6	477	0.02746924944153759
7	478	0.027480867551108578
8	479	0.027473725345478036
9	480	0.027473732619578025
0	481	0.02745571402528629
1	482	0.02742876036918424
2	483	0.02745182112040967
3	484	0.027474920606351528
4	485	0.02742401254458371
5	486	0.027444377680407247
6	487	0.0274325202124565
7	488	0.027435148815608143
8	489	0.027413574857189996
9	490	0.027398802214905822
0	491	0.0273905263296099
1	492	0.027419317292981728
2	493	0.027360111433087662
3	494	0.027366626369137857
4	495	0.027382254053932006
5	496	0.02741428301257934
6	497	0.027375987900871823
7	498	0.027341111873911802
8	499	0.027352602205577288
9	500	0.02736333335566698
